NCAA_Link,Year,School,Conf,Class,Pos,G,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/gari-scott-1.html,*1997,Michigan State,Big Ten,,WR,12.0,,,,,41.0,680.0,16.6,7.0,41.0,680.0,16.6,7.0,,,,,,,,,,11.0,283.0,25.7,0.0,15.0,160.0,10.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,1998,Michigan State,Big Ten,,WR,12.0,,,,,58.0,843.0,14.5,4.0,58.0,843.0,14.5,4.0,,,,,,,,,,18.0,354.0,19.7,0.0,32.0,440.0,13.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,*1999,Michigan State,Big Ten,,WR,11.0,1.0,-8.0,-8.0,0.0,30.0,483.0,16.1,6.0,31.0,475.0,15.3,6.0,,,,,,,,,,7.0,137.0,19.6,0.0,37.0,488.0,13.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/gari-scott-1.html,Career,Michigan State,,,,,1.0,-8.0,-8.0,0.0,134.0,2095.0,15.6,18.0,135.0,2087.0,15.5,18.0,,,,,,,,,,37.0,796.0,21.5,0.0,84.0,1088.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1996,Michigan,Big Ten,,TE,11.0,,,,,4.0,40.0,10.0,1.0,4.0,40.0,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1997,Michigan,Big Ten,,RB,11.0,,,,,9.0,85.0,9.4,0.0,9.0,85.0,9.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1998,Michigan,Big Ten,,RB,10.0,16.0,73.0,4.6,0.0,14.0,144.0,10.3,1.0,30.0,217.0,7.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,1999,Michigan,Big Ten,,RB,11.0,11.0,31.0,2.8,0.0,31.0,239.0,7.7,3.0,42.0,270.0,6.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/aaron-shea-1.html,Career,Michigan,,,,,27.0,104.0,3.9,0.0,58.0,508.0,8.8,5.0,85.0,612.0,7.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1997,Penn State,Big Ten,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1998,Penn State,Big Ten,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,18.0,18.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,1999,Penn State,Big Ten,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-short-1.html,Career,Penn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,29.0,9.7,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-simon-1.html,1999,Florida State,ACC,,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-simon-1.html,Career,Florida State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,1998,Kansas State,Big 12,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,1999,Kansas State,Big 12,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,,,,,,2.0,61.0,30.5,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/mark-simoneau-1.html,Career,Kansas State,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,0.0,,,,,,,,,,4.0,61.0,15.3,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrelle-smith-1.html,*1999,Arizona State,Pac-10,,RB,12.0,22.0,126.0,5.7,1.0,11.0,95.0,8.6,0.0,33.0,221.0,6.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrelle-smith-1.html,Career,Arizona State,,,,,22.0,126.0,5.7,1.0,11.0,95.0,8.6,0.0,33.0,221.0,6.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,1996,USC,Pac-10,,WR,12.0,,,,,18.0,507.0,28.2,5.0,18.0,507.0,28.2,5.0,,,,,,,,,,14.0,440.0,31.4,2.0,1.0,-1.0,-1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,1997,USC,Pac-10,,WR,11.0,6.0,101.0,16.8,2.0,48.0,831.0,17.3,8.0,54.0,932.0,17.3,10.0,,,,,,,,,,15.0,394.0,26.3,1.0,5.0,37.0,7.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,*1998,USC,Pac-10,,WR,12.0,12.0,150.0,12.5,1.0,44.0,679.0,15.4,6.0,56.0,829.0,14.8,7.0,,,,,,,,,,16.0,344.0,21.5,0.0,7.0,202.0,28.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,1999,USC,Pac-10,,WR,11.0,9.0,89.0,9.9,0.0,51.0,655.0,12.8,4.0,60.0,744.0,12.4,4.0,,,,,,,,,,11.0,236.0,21.5,0.0,18.0,218.0,12.1,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/r-jay-soward-1.html,Career,USC,,,,,27.0,340.0,12.6,3.0,161.0,2672.0,16.6,23.0,188.0,3012.0,16.0,26.0,,,,,,,,,,56.0,1414.0,25.3,3.0,31.0,456.0,14.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dave-stachelski-1.html,1996,Boise State,Big West,,TE,3.0,,,,,2.0,14.0,7.0,0.0,2.0,14.0,7.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dave-stachelski-1.html,1998,Boise State,Big West,,TE,8.0,,,,,2.0,6.0,3.0,0.0,2.0,6.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dave-stachelski-1.html,1999,Boise State,Big West,,TE,12.0,,,,,31.0,453.0,14.6,6.0,31.0,453.0,14.6,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dave-stachelski-1.html,Career,Boise State,,,,,,,,,35.0,473.0,13.5,6.0,35.0,473.0,13.5,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shyrone-stith-1.html,1996,Virginia Tech,Big East,,RB,11.0,89.0,474.0,5.3,5.0,4.0,26.0,6.5,0.0,93.0,500.0,5.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shyrone-stith-1.html,1998,Virginia Tech,Big East,,RB,11.0,133.0,699.0,5.3,3.0,5.0,42.0,8.4,0.0,138.0,741.0,5.4,3.0,,,,,,,,,,14.0,282.0,20.1,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shyrone-stith-1.html,*1999,Virginia Tech,Big East,,RB,12.0,237.0,1187.0,5.0,13.0,4.0,48.0,12.0,0.0,241.0,1235.0,5.1,13.0,,,,,,,,,,17.0,446.0,26.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shyrone-stith-1.html,Career,Virginia Tech,,,,,459.0,2360.0,5.1,21.0,13.0,116.0,8.9,0.0,472.0,2476.0,5.2,21.0,,,,,,,,,,31.0,728.0,23.5,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jay-tant-1.html,*1996,Northwestern,Big Ten,,TE,11.0,,,,,2.0,9.0,4.5,0.0,2.0,9.0,4.5,0.0,,,,,,,,,,3.0,13.0,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jay-tant-1.html,1997,Northwestern,Big Ten,,TE,11.0,,,,,10.0,106.0,10.6,0.0,10.0,106.0,10.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jay-tant-1.html,1998,Northwestern,Big Ten,,TE,12.0,,,,,30.0,327.0,10.9,2.0,30.0,327.0,10.9,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jay-tant-1.html,1999,Northwestern,Big Ten,,TE,10.0,,,,,17.0,203.0,11.9,0.0,17.0,203.0,11.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jay-tant-1.html,Career,Northwestern,,,,,,,,,59.0,645.0,10.9,2.0,59.0,645.0,10.9,2.0,,,,,,,,,,3.0,13.0,4.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-taylor-1.html,1997,Florida,SEC,,WR,7.0,,,,,1.0,11.0,11.0,0.0,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-taylor-1.html,1998,Florida,SEC,,WR,11.0,4.0,25.0,6.3,0.0,37.0,676.0,18.3,9.0,41.0,701.0,17.1,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-taylor-1.html,1999,Florida,SEC,,WR,9.0,,,,,34.0,463.0,13.6,6.0,34.0,463.0,13.6,6.0,,,,,,,,,,,,,,1.0,-4.0,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/travis-taylor-1.html,Career,Florida,,,,,4.0,25.0,6.3,0.0,72.0,1150.0,16.0,15.0,76.0,1175.0,15.5,15.0,,,,,,,,,,,,,,1.0,-4.0,-4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,*1997,Southern Mississippi,CUSA,,DL,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,1998,Southern Mississippi,CUSA,,DL,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,1999,Southern Mississippi,CUSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/adalius-thomas-1.html,Career,Southern Mississippi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,5.0,0.0,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,1997,New Mexico,WAC,,LB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,2.0,15.0,7.5,0.0,,,,,,,,,,3.0,15.0,5.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,1998,New Mexico,WAC,,LB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,3.0,38.0,12.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,1999,New Mexico,MWC,,WR,11.0,,,,,7.0,61.0,8.7,6.0,7.0,61.0,8.7,6.0,,,,,,,,,,4.0,79.0,19.8,0.0,10.0,158.0,15.8,0.0,,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brian-urlacher-1.html,Career,New Mexico,,,,,,,,,7.0,61.0,8.7,6.0,7.0,61.0,8.7,6.0,,,,,,,,,,6.0,94.0,15.7,0.0,13.0,196.0,15.1,0.0,,,,,,4.0,16.0,4.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-walters-1.html,1996,Stanford,Pac-10,,WR,11.0,,,,,32.0,444.0,13.9,3.0,32.0,444.0,13.9,3.0,,,,,,,,,,1.0,22.0,22.0,0.0,24.0,268.0,11.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-walters-1.html,1997,Stanford,Pac-10,,WR,11.0,2.0,-7.0,-3.5,0.0,86.0,1206.0,14.0,8.0,88.0,1199.0,13.6,8.0,,,,,,,,,,3.0,41.0,13.7,0.0,30.0,424.0,14.1,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-walters-1.html,1998,Stanford,Pac-10,,WR,9.0,2.0,6.0,3.0,0.0,52.0,880.0,16.9,5.0,54.0,886.0,16.4,5.0,,,,,,,,,,6.0,142.0,23.7,0.0,13.0,87.0,6.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-walters-1.html,1999,Stanford,Pac-10,,WR,11.0,2.0,6.0,3.0,0.0,74.0,1456.0,19.7,10.0,76.0,1462.0,19.2,10.0,,,,,,,,,,15.0,284.0,18.9,0.0,19.0,131.0,6.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/troy-walters-1.html,Career,Stanford,,,,,6.0,5.0,0.8,0.0,244.0,3986.0,16.3,26.0,250.0,3991.0,16.0,26.0,,,,,,,,,,25.0,489.0,19.6,0.0,86.0,910.0,10.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,1995,Florida State,ACC,,WR,11.0,1.0,3.0,3.0,0.0,,,,,1.0,3.0,3.0,0.0,,,,,,,,,,1.0,9.0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,1996,Florida State,ACC,,WR,11.0,8.0,20.0,2.5,0.0,22.0,467.0,21.2,4.0,30.0,487.0,16.2,4.0,,,,,,,,,,9.0,188.0,20.9,0.0,10.0,114.0,11.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,1997,Florida State,ACC,,WR,11.0,3.0,-16.0,-5.3,0.0,53.0,884.0,16.7,8.0,56.0,868.0,15.5,8.0,,,,,,,,,,1.0,23.0,23.0,0.0,29.0,388.0,13.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,1998,Florida State,ACC,,WR,12.0,13.0,85.0,6.5,1.0,61.0,1232.0,20.2,12.0,74.0,1317.0,17.8,13.0,2.0,4.0,50.0,60.0,15.0,20.0,1.0,0.0,258.5,,,,,15.0,208.0,13.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,1999,Florida State,ACC,,WR,9.0,16.0,96.0,6.0,3.0,71.0,934.0,13.2,8.0,87.0,1030.0,11.8,11.0,1.0,3.0,33.3,35.0,11.7,18.3,1.0,0.0,241.3,,,,,18.0,227.0,12.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/peter-warrick-1.html,Career,Florida State,,,,,41.0,188.0,4.6,4.0,207.0,3517.0,17.0,32.0,248.0,3705.0,14.9,36.0,3.0,7.0,42.9,95.0,13.6,19.3,2.0,0.0,251.1,11.0,220.0,20.0,0.0,72.0,937.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-whalen-1.html,1997,Kentucky,SEC,,TE,11.0,,,,,7.0,66.0,9.4,0.0,7.0,66.0,9.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-whalen-1.html,1998,Kentucky,SEC,,TE,11.0,,,,,23.0,239.0,10.4,3.0,23.0,239.0,10.4,3.0,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-whalen-1.html,1999,Kentucky,SEC,,TE,11.0,,,,,90.0,1019.0,11.3,10.0,90.0,1019.0,11.3,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-whalen-1.html,Career,Kentucky,,,,,,,,,120.0,1324.0,11.0,13.0,120.0,1324.0,11.0,13.0,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,1997,Iowa,Big Ten,,TE,11.0,,,,,7.0,108.0,15.4,1.0,7.0,108.0,15.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,205.0,41.0,,,,,,,
https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,1998,Iowa,Big Ten,,TE,11.0,,,,,9.0,137.0,15.2,0.0,9.0,137.0,15.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,1999,Iowa,Big Ten,,TE,11.0,,,,,9.0,103.0,11.4,0.0,9.0,103.0,11.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/austin-wheatley-1.html,Career,Iowa,,,,,,,,,25.0,348.0,13.9,1.0,25.0,348.0,13.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,205.0,41.0,,,,,,,
https://www.sports-reference.com/cfb/players/dez-white-1.html,1997,Georgia Tech,ACC,,WR,10.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,14.0,330.0,23.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dez-white-1.html,1998,Georgia Tech,ACC,,WR,11.0,,,,,46.0,973.0,21.2,9.0,46.0,973.0,21.2,9.0,,,,,,,,,,26.0,682.0,26.2,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dez-white-1.html,1999,Georgia Tech,ACC,,WR,11.0,11.0,67.0,6.1,0.0,44.0,860.0,19.5,5.0,55.0,927.0,16.9,5.0,,,,,,,,,,29.0,689.0,23.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/dez-white-1.html,Career,Georgia Tech,,,,,11.0,67.0,6.1,0.0,90.0,1833.0,20.4,14.0,101.0,1900.0,18.8,14.0,,,,,,,,,,69.0,1701.0,24.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-wiley-1.html,*1996,Ohio State,Big Ten,,RB,10.0,23.0,176.0,7.7,1.0,6.0,194.0,32.3,3.0,29.0,370.0,12.8,4.0,,,,,,,,,,1.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-wiley-1.html,*1997,Ohio State,Big Ten,,RB,13.0,105.0,588.0,5.6,6.0,9.0,83.0,9.2,0.0,114.0,671.0,5.9,6.0,3.0,4.0,75.0,69.0,17.3,22.3,1.0,0.0,302.4,13.0,344.0,26.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-wiley-1.html,*1998,Ohio State,Big Ten,,RB,12.0,198.0,1235.0,6.2,10.0,27.0,200.0,7.4,1.0,225.0,1435.0,6.4,11.0,2.0,2.0,100.0,33.0,16.5,16.5,0.0,0.0,238.6,6.0,143.0,23.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-wiley-1.html,1999,Ohio State,Big Ten,,RB,12.0,183.0,952.0,5.2,10.0,14.0,153.0,10.9,1.0,197.0,1105.0,5.6,11.0,5.0,5.0,100.0,123.0,24.6,28.6,1.0,0.0,372.6,8.0,114.0,14.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-wiley-1.html,Career,Ohio State,,,,,509.0,2951.0,5.8,27.0,56.0,630.0,11.3,5.0,565.0,3581.0,6.3,32.0,10.0,11.0,90.9,225.0,20.5,24.1,2.0,0.0,322.7,28.0,613.0,21.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-williams-5.html,*1998,Marshall,MAC,,WR,13.0,1.0,-18.0,-18.0,0.0,26.0,591.0,22.7,4.0,27.0,573.0,21.2,4.0,,,,,,,,,,12.0,302.0,25.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-williams-5.html,1999,Marshall,MAC,,WR,12.0,1.0,6.0,6.0,0.0,47.0,880.0,18.7,13.0,48.0,886.0,18.5,13.0,,,,,,,,,,15.0,493.0,32.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/james-williams-5.html,Career,Marshall,,,,,2.0,-12.0,-6.0,0.0,73.0,1471.0,20.2,17.0,75.0,1459.0,19.5,17.0,,,,,,,,,,27.0,795.0,29.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spergon-wynn-1.html,1996,Minnesota,Big Ten,,QB,2.0,3.0,8.0,2.7,0.0,,,,,3.0,8.0,2.7,0.0,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/spergon-wynn-1.html,Career,Minnesota,,,,,3.0,8.0,2.7,0.0,,,,,3.0,8.0,2.7,0.0,0.0,1.0,0.0,0.0,0.0,-45.0,0.0,1.0,-200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bashir-yamini-1.html,1998,Iowa,Big Ten,,WR,11.0,1.0,11.0,11.0,0.0,31.0,317.0,10.2,0.0,32.0,328.0,10.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bashir-yamini-1.html,1999,Iowa,Big Ten,,WR,11.0,,,,,26.0,348.0,13.4,1.0,26.0,348.0,13.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bashir-yamini-1.html,Career,Iowa,,,,,1.0,11.0,11.0,0.0,57.0,665.0,11.7,1.0,58.0,676.0,11.7,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
